L0_S0_F0,L0_S1_F1,L0_S2_F2,L0_S3_F3,L0_S4_F4,L0_S5_F5,L0_S6_F6,L0_S7_F7,L0_S8_F8,L0_S9_F9,Id
0.4872410194557384,0.8565664566005596,0.7555441583467022,0.7202156391345356,,0.5317635438161661,0.04440034969208251,,0.695517030208585,,76
0.6329677815834199,0.2220949631359347,0.6823605940800408,0.5368288133377673,0.2949777737872149,0.24399199455517806,0.8359310634565991,0.4499847482436733,0.7634200897342401,,77
0.2548888847108616,0.8033570263078187,0.774151794311914,,,0.4185177629908402,0.5513106101883287,,0.09691880975626166,,78
0.6028781737250303,0.6877698181517143,0.433978426125908,,,0.774819251042883,0.7444823077634594,0.7780558680236457,,0.35013451577180654,79
0.2868619447413212,,0.48603611217430864,,0.42644210775693403,0.36334215519406066,0.2866423601403999,0.5619389105829287,0.5151895278705139,0.08633113929868008,80
0.8412279958232456,0.6998273635430766,0.5867511740710912,0.30526801955481,0.464184626508669,0.45820859082830634,0.718812979262095,,,,81
0.2606361720592356,0.562090166018,0.7439805422339988,0.6683195268176595,0.40303830359334725,0.09513975119131135,0.3555151559481904,0.8210226090768596,0.5469912874326468,0.5804441695440086,82
0.6872215172381189,0.9987442698377101,0.21585886403274035,0.8988227883039733,0.9995143485323218,0.1831278675623732,0.0686511799480436,0.9556837136879115,,,83
0.08700117896358095,0.021369084128582627,,0.4743056895975438,0.7161251294698262,0.8769687454098781,,0.3605684789381095,,,84
0.6929996213365316,0.39735339007975745,0.41701509421552685,0.535627201975324,0.811236058377476,,0.879009765324557,0.7148188343183421,,,85
0.8884092979645776,0.7330733695496743,0.2362483221763355,0.6098940759047686,0.38495861675950815,0.27345533675036526,0.06690755488296418,0.34218407754720914,0.5800706563539485,,86
0.47357297053109004,0.34845305990598074,0.9235723204766743,0.0276865827622208,0.803241403089743,0.17055723633805087,0.5380156730988573,0.42576661052385945,,0.20412422351397297,87
0.40541847718974,,0.6813308190033868,,0.0356815753937455,0.0691106136732732,0.0889783610332554,0.1778244189606839,,0.28233364501695113,88
0.6386769702800724,0.7851791589878945,0.2085826097703033,0.3681511900034251,0.15687600049561634,0.607176551650287,0.2379110720243517,0.8097305733041614,,,89
0.9120344125241335,,0.16709436270365896,0.3180675299392679,0.562977799343356,0.38073702152305056,0.137154399340907,0.17525190835899596,0.47555742340482365,0.21845680935996303,90
0.6216931563692574,0.3810264208933797,0.745542812747292,0.8581356236330453,0.21572211611112257,0.30209810454641484,0.39704576674754555,0.6361653386414682,0.37873266397620053,0.4392242296847204,91
0.02276854592722588,0.07347956531024558,0.27006104120701,0.2615586433725291,0.8930379158223226,0.06347623166801242,0.14343364695949934,,,,92
0.5129162734907603,0.2433992729788742,0.1659173228003522,0.7154448775703063,0.60813851571891,0.020598777547004565,,0.3824749161828517,0.008819283945873835,0.6120087789027187,93
0.17823438031759764,,0.33506737002816245,0.690275908879922,0.9999609450535694,0.6034691683523818,0.36599855484113664,,,,94
0.30258604259330735,0.06628334993149754,0.9871354940816539,0.08599416568123985,0.7891789463730259,0.46050634846634864,0.013978717369122706,,,,95
0.24421281393561056,0.06823594757294771,0.8171439636070472,0.8572938473106837,0.6664767525162549,0.28053579848250476,0.8131380863823587,0.11987633720487467,,0.19407188980934764,96
0.8323223091470389,0.11656339888121259,0.9810955425917607,,0.5488894398731163,0.20268088064796508,0.48552100220772176,0.012283041314659071,,0.21430135947848405,97
0.6480089441862058,,0.22425695568478565,0.5929079072844228,0.14308440181305515,0.04047622943411955,0.47425355946615677,0.8668621612696144,0.8992411917390497,0.9792128240703539,98
0.4633917256394343,0.19050088250795205,0.06442142858034738,,0.23396849384695229,0.05951618369541567,0.7393781172088613,,0.9880367718902181,0.4602813500928008,99
0.2274559399056988,0.8771042086839208,0.8016964689167544,0.3247815806288934,0.8505282593813571,0.6149314949702216,,0.5977745899361983,,,100
0.12406440256266815,0.572900161811687,0.7593337772979717,,0.5070966108125229,0.2685473699262816,0.9167235459993425,0.841349176471007,,,101
0.14736635085472916,0.09945088499950772,,0.269209596835534,0.2843486515001,0.6754197223745535,0.10057620978152171,0.5930547273793819,,,102
0.43359604088576575,0.9577712760303645,0.22717648280923464,0.811930511548175,0.7901687364491384,0.7286726671646019,0.5926897071911706,0.5294492686718165,0.04288031253753388,,103
0.5810088770864072,0.8927199299517533,0.8846519040164186,0.7047498610073955,0.4664539814474601,0.8268568171483941,0.08190830532941218,0.4907202099780843,,0.44291191727291557,104
0.8842326678307307,0.8014184328017546,0.16094620111876878,0.2036566270608665,0.8138854249082086,0.7226298096810508,0.3639303840370096,0.9969167875963891,0.34427779230140987,,105
,0.7018338003271745,0.01675326462550797,0.7900487198982975,0.7333969800178903,0.11077784304784288,0.02507760240961865,0.23065689436559156,0.13290720723585037,,106
0.19393025109497097,0.09060710157995278,,0.7890104042051819,0.6682963427911417,,0.09730513288070552,0.5697611437713948,0.4661868455470939,,107
0.1798312419981547,0.7984465947096425,0.062271938310959674,0.4023884038875536,0.30750710452923935,0.8351243197348995,0.23513016315029256,0.9897619032717859,,0.7973123022351076,108
0.7478575098687599,,0.9774757964083558,0.9646150965956308,0.0625964297376228,0.2400117552790918,0.1357503272488534,0.09939907999255049,,,109
0.23733008747225004,0.8131760096424789,0.7457569596994752,,0.9052077192450397,0.42984203933096166,,0.8893118199348237,0.36672481145025737,0.6132188973773784,110
0.09535272593986677,0.7981149793500683,0.9326175388923522,0.3825216944694303,0.6467849338105388,0.45647927804256117,0.6572770050457564,0.5410730887494695,,0.03935625930461084,111
0.7635311319189299,0.6785003377667846,0.3841797953249837,0.7862855706372526,0.8650422546178808,0.6012270301035818,0.08429969877671017,0.5411246962299877,,0.3579388497373812,112
0.5514382353755656,,0.7584412975479579,0.008736769816060308,0.9422662994296177,,0.5369944711296064,0.15538767224909045,0.6485362605900832,,113
0.6149213335074325,0.27598598690165854,0.9307485657618042,0.34432637519808307,0.9392578309221353,0.8902390798794394,0.5400146872125138,0.6808962487553342,,0.32730110452696703,114
0.8192370089691593,0.775125225282192,0.8156299239360175,0.24172777733895712,,0.2477079501767976,0.15300225697830494,0.6555723971404305,0.008026369427742486,,115
0.1452876326238115,0.5058995207931147,0.34436997217436516,0.8687104183468535,0.9567537193145157,0.9076080946531573,0.5646996886566474,0.1171583189367893,0.14186275639163204,,116
0.38671271348850056,,0.39875251198785977,0.12962945451701147,0.5244964473917216,0.6529323340727428,0.5277454369049689,,,,117
0.02592043407932043,0.6928945803595202,0.29686688469804134,0.5880373941850379,0.9468366630880929,0.6843312581735017,0.5669772790886335,0.6718937544377874,0.8625443988086696,,118
0.7956401232789861,0.5358038191329554,0.3503521592938885,0.35707316680009493,0.9668760316803248,0.6185438636494648,0.8580278615454403,0.7171709047305032,,,119
0.5202518524232262,0.9187258105614121,,0.191200016057385,0.29995895873702716,0.07441603939837738,0.44436959290280764,0.03130113227252396,,,120
,0.27789702689239426,0.15094444650631134,0.28807499185151686,0.9036931244275526,0.5263246403623539,0.8966818583604665,0.8065977974796418,0.2894668114207045,0.5198675403069004,121
0.21349317285344716,0.35085723166656246,0.7916428888272233,0.5866307435846222,0.6979550752220143,0.5496493625083015,0.7780085378287598,0.2403764331635898,,,122
0.17042868943008593,0.03259769038535487,0.7643988379816873,0.43466323641243887,0.678024337080655,0.5184776742391923,0.6659238275960924,0.6277826799996141,,,123
0.5691566777036817,0.9231692141068861,0.14783257256588578,0.5842028411405944,0.240611539139457,0.3809308418901529,,0.2491111421677461,,,124
0.59628431558405,0.33948600754517777,0.42504803590133433,0.02411358353391857,0.6029003974332309,0.7626888003039078,0.29363351191519593,0.5063267028680692,,0.8520317498783275,125
0.6410606353377727,,0.09056697285607729,0.06619416032072545,0.6500156381231139,0.32231772563393657,0.38690040819877214,0.9451168755054921,,,126
,0.4697988836275536,0.8196917496008296,0.21170684489349156,0.2888116440362204,,0.05411858808911385,0.780614909964754,0.47437155416686894,0.9243507549015243,127
0.6446376106566295,0.10338158743453318,0.4878033138264213,0.8364618871705181,0.997306726055892,0.8055154280503755,0.7967965922920254,0.32124528378582073,,0.5426871232710484,128
0.1762732586531237,0.7381615428909101,0.3016946298182528,0.769715189471951,0.7378718911933868,0.5478598955464852,0.2748355015282815,0.4930081194376559,,,129
0.3950410083565912,0.8633842086888948,0.219124350458466,0.5852440163262295,0.805146111970068,0.9617048959487974,0.1669440606182394,0.3678496279632888,,,130
0.8161036007063455,,0.39356086187004646,0.6046235206229541,0.9518414107687808,0.08837972276879347,0.9343693000911513,0.1978695020701584,,,131
0.8143271625903081,0.4062633603106762,0.8792201155350209,0.12432089781292699,0.4399891281056565,0.11365013486993925,0.5503088018602263,0.48029184933835534,0.9135728300510926,0.3768342034728549,132
0.277977919788441,0.8406815528351628,0.4666550349773846,0.7214378204298585,0.9506071421997587,0.5328874965992411,0.6889024563996334,0.2567659428332938,0.09687159277062407,,133
0.9007968002455838,0.452634639036367,0.14229358406475578,0.05826487537662961,0.36355863663971444,,0.3316147916733617,0.20988366166447814,0.7226426116059583,0.9928519731981883,134
0.4611869186287304,0.9603440152702112,0.6685870830343178,0.3122011783515146,,,0.04684943804155084,0.8658712820328522,0.25001017211694043,0.15328136605402765,135
0.4343205080264114,0.3668561906821505,0.19222462114478822,0.09656019544790406,0.9966749223114021,0.06256029762859416,0.9156073544815337,0.11720417480975531,,0.4694234728802803,136
,0.790874834166468,0.18401919016183854,0.9039097664673931,0.9318175963482922,0.3913287051645774,0.1898750776979179,0.9311221789008333,0.6714108618485325,,137
0.21299111046620867,0.1590365081284597,0.17767291524844453,,0.14784802641765948,,0.6805080387367568,0.8995172368056932,,,138
0.7752821349843719,0.12987007912090276,0.8439045943242326,0.35545815131550584,0.24144078674368885,0.20124596084408142,0.7905965864984821,0.9801882983355072,,,139
0.014929179193153619,,0.8440749258989648,0.013064773376552985,0.8349526232568176,0.8406184674835762,0.18915901988514716,0.7897962032280167,0.7423202270523694,,140
0.232960114617068,0.6442645254274548,0.19633062678401536,0.8941334021137061,0.6058242400789251,0.7506520236958771,0.05868033547549134,0.8355175200693099,,0.008150358573303818,141
0.21769870224699028,0.4493470336891826,,0.4013004623500309,0.4688642300792858,0.21524559115962338,0.6307177996455662,0.2665606411554162,,,142
0.062076505159691986,0.6016646322270918,0.4038207579896739,0.12940309231762404,0.08319806665101181,0.122210128031771,0.308261664309847,0.2458796942325765,,,143
0.332413286115097,0.6836036498524396,0.6255145196901852,0.3718810650046407,0.7991668065161084,0.15125016117235435,0.7681873885785636,0.3158043306464384,,0.013589943797267745,144
0.13783165870341252,0.14850877390999662,0.9158362509042309,0.38174628130962596,0.13009482837782926,0.9298995601128132,0.3961057094809832,0.41794914383212334,,0.5719218532684552,145
0.9743771383927744,0.9375252432954425,0.11389971636129492,0.8026277175879025,,0.6946983789285217,0.7889771325265261,0.7798458917259637,0.8801860590543072,,146
0.5680593770308114,,0.3074124238989261,0.2554422866910906,,0.12977714753795122,0.010563411505579712,0.058604560009507534,,0.42702185335271414,147
0.19133785870592124,0.3889909194467459,0.70151837768731,0.41641615984372893,0.15334648731877965,0.6822353331908518,0.4833253240012223,0.1958777182864404,,0.931128953662089,148
0.06542649612484153,0.3593434727446746,0.4001651540334109,0.005240073580299431,,,,0.9356822186603054,0.22548014314121534,0.5823408143348884,149
0.5976263362215344,0.7354640707810612,0.5293138242365146,0.19273543787707725,0.5564045383907761,0.6976608923719307,0.14592511286362897,0.8263000815638804,0.2966519686845851,,150
0.8762841929111872,0.22107104355999074,,0.08336983824590649,0.6657370694096734,0.5038645867815873,0.6385163407970812,0.43693042313514274,,0.21090306306995243,151
0.4930390635805374,,0.09595606084235186,0.7154948563368819,0.31621192258149844,,,0.1330017208304055,,,152
0.7574702943884478,0.6176841280425179,0.6209293635393303,0.18906449160513317,0.07923274339879549,0.1762306881866731,0.047331538824910924,0.506207810644844,,0.5003381619953523,153
0.10278809834024027,0.9727761390229352,0.42549050224106577,0.45032413866888443,0.7323771445675918,0.86302185203622,0.2066977066978284,0.2908876433096129,,,154
0.9685081701189922,0.27279917164340595,0.022134387251027787,0.9708253998678489,0.11825417349139478,0.13762947835355654,0.3805502891807979,0.387870687089125,0.3788472800888112,,155
0.6563532810667605,0.7983438247552603,0.684325192451584,0.651571039787032,,0.2993621650555134,0.5981859025342806,0.6736188733702838,,0.8621888055754345,156
0.21241091103037057,0.030892038106607456,0.3340844214547639,0.4633979268400489,0.39249521596698,0.891477783374221,0.3968093232867207,,,0.04744206454920463,157
0.742060781938945,0.30499184449871153,,0.9456684624279124,0.7838071442961873,0.3534230504567626,0.7757550714794873,0.7681580232231965,,,158
0.36747555294639,0.9275947234986524,0.6547355313114503,0.3891068064138905,0.63608529720035,0.8860337063326141,0.14617169766157334,0.7370284253484037,,,159
0.18189906797025246,0.9395881774880382,0.6884747859374584,,0.3098489504191979,0.17320714301936135,0.3089310545101196,0.9760839097664635,0.02606834299436045,,160
0.9801413835011441,0.31400550871249555,0.003852760445943293,0.4816170141626237,0.740885432118854,0.9577583641291112,0.9763725121476476,0.3789155747908698,0.47999506912493484,,161
0.38629694979342566,0.24454833932491726,0.3232373191852974,0.8079934290806481,0.6689070468630813,0.45476217347903547,,,,,162
0.367424865655836,0.1192078932944306,0.2134266059830574,0.033986217886063486,0.018261376973257137,0.9520685077284126,0.1744477154813867,0.08574444728970343,0.5724061903311333,0.4858968552793076,163
0.8441853126742785,0.558253723308614,0.36888313195421263,0.2573636069010462,0.6215148290616096,0.10253638710478585,0.7024640136222777,0.667197395939509,,,164
0.4389451538362086,0.8091662980353377,0.8404060492245782,,0.3424189113897851,0.6667196014844692,0.5744411849907041,0.23248612169401295,0.019165983281880794,,165
0.05891251910782036,0.1447133172804803,0.26814470881172603,0.07654244869968663,0.8244976720087942,0.370043760244251,0.601362839644678,,0.8875784916450014,0.42177528052549207,166
0.7558137530597199,0.646683551242484,0.6880345503447308,0.14531426458424002,0.09573683050793425,,0.8674808311006047,0.2031754476274935,,0.33420509613827865,167
0.5466881988279011,0.9300148959570091,0.801298030678671,0.6752420425414757,,0.7258273775078774,0.7075285045782996,0.49420180790287416,,0.5935308686421246,168
0.015106103871593168,0.5424708621689747,0.8894567031018136,0.4516260804162907,,0.187433643817424,0.8064862481287163,0.4299113060391211,0.6713417417387073,,169
0.4124800763346185,0.7187023656217162,0.39827914516169294,0.05105706287400791,0.7582469440519963,0.8294936492015408,0.7030225352549366,0.6597222648635556,,,170
0.5141032772167881,,0.4288747258868769,0.8908759017901046,0.23197559174843296,0.48067704627814634,0.4084107682072463,0.32315076520793595,,0.6117126903600548,171
0.5598037086092557,0.19644294426144882,0.5411082170425286,0.1441795173911251,0.63710851502963,0.35370455163705317,0.5157858563514648,0.20630345208588075,0.925545871596995,0.8037683498329731,172
0.7494865558882886,0.5698918989028213,0.9646624440112133,0.39431405205359216,0.809497770787268,0.04740366887338465,0.839937433399126,0.40664496097019465,,,173
0.8778335273254056,0.8744531386189953,0.4456365954213186,0.9269633566855606,0.42156127865377235,0.06476395480956154,,0.7333589483200382,0.6678469833825977,,174
0.29585794695637624,0.6888747129915411,0.5366028702407653,0.4136111366789762,0.5377216282082318,0.4740978918678711,0.31206312132244485,0.9327890352585111,,,175
0.9544129780019331,,0.07702547271079707,0.33904505282399877,0.805375529812044,0.2551526956225115,,0.8067351284846077,,,176
0.8618563202488205,0.985248608923838,,0.9921329054040796,0.6712317457579724,0.863036452576762,0.015473259007015239,,,,177
0.9773859712640244,0.9135754552455925,0.012280042570716021,0.3042544072304898,0.12335206125346931,0.03581401717793553,0.13869083753498512,0.6834826093205492,,0.08131416785479717,178
0.6873857962714273,0.39257560787048074,0.6576397564045026,0.2948019011714528,0.9875304827252401,0.15851308871856007,0.757143031120334,0.38392362116772016,,0.1230294405197575,179
0.4942521450279814,0.5130971244312056,,,0.8184761905512961,0.7826597759021247,0.1893855888430851,0.4790632297383183,0.08536428339079083,,180
0.3957513298775396,0.24563663641081512,0.9889971757948168,0.03389365273126865,0.26426639374475236,0.2723158648469569,0.6842071320089282,0.2901608972955717,0.031998184247924555,,181
0.24409725858417253,0.6759681143728907,,0.1740803377429897,0.8243651789555599,0.30761036779647133,0.9172981563220324,0.18211713185714307,,,182
